committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00698431,CELESTE CAIRNS FOR CONGRESS,2019,Q2,2.01907E+17,17,SB17.4426,1339828,ORG,ORGANIZATION,,,FIRST CITIZENS BANK,NC,,,,,BANK FEES,,,4/15/2019 0:00,50,,,,,,,,,,,,,S2019,SPECIAL-PRIMARY,SPECIAL,2019,A,ADD,ITEMIZED DISBURSEMENTS,43:11.3,,,,0,,,,,,,,,,,,H,,P,F3,4.07152E+18,RALEIGH,37601,OTHER,,2020,SB,4.07262E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150760280,Operating Expenditures,,,,,,
C00698431,CELESTE CAIRNS FOR CONGRESS,2019,Q2,2.01907E+17,17,SB17.4431,1339828,ORG,ORGANIZATION,,,FIRST CITIZENS BANK,NC,,,,,BANK FEES,,,4/17/2019 0:00,50,,,,,,,,,,,,,S2019,SPECIAL-PRIMARY,SPECIAL,2019,A,ADD,ITEMIZED DISBURSEMENTS,43:11.3,,,,0,,,,,,,,,,,,H,,P,F3,4.07152E+18,RALEIGH,37601,OTHER,,2020,SB,4.07262E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150760281,Operating Expenditures,,,,,,
C00698431,CELESTE CAIRNS FOR CONGRESS,2019,Q2,2.01907E+17,17,SB17.4439,1339828,ORG,ORGANIZATION,,,FIRST CITIZENS BANK,NC,,,,,BANK FEES,,,4/23/2019 0:00,50,,,,,,,,,,,,,S2019,SPECIAL-PRIMARY,SPECIAL,2019,A,ADD,ITEMIZED DISBURSEMENTS,43:11.3,,,,0,,,,,,,,,,,,H,,P,F3,4.07152E+18,RALEIGH,37601,OTHER,,2020,SB,4.07262E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150760281,Operating Expenditures,,,,,,
C00698431,CELESTE CAIRNS FOR CONGRESS,2019,Q2,2.01907E+17,17,SB17.4455,1339828,ORG,ORGANIZATION,,,FIRST CITIZENS BANK,NC,,,,,BANK FEES,,,4/26/2019 0:00,50,,,,,,,,,,,,,S2019,SPECIAL-PRIMARY,SPECIAL,2019,A,ADD,ITEMIZED DISBURSEMENTS,43:11.3,,,,0,,,,,,,,,,,,H,,P,F3,4.07152E+18,RALEIGH,37601,OTHER,,2020,SB,4.07262E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150760281,Operating Expenditures,,,,,,
C00698431,CELESTE CAIRNS FOR CONGRESS,2019,Q2,2.01907E+17,17,SB17.4459,1339828,ORG,ORGANIZATION,,,FIRST CITIZENS BANK,NC,,,,,BANK FEES,,,4/30/2019 0:00,50,,,,,,,,,,,,,S2019,SPECIAL-PRIMARY,SPECIAL,2019,A,ADD,ITEMIZED DISBURSEMENTS,43:11.3,,,,0,,,,,,,,,,,,H,,P,F3,4.07152E+18,RALEIGH,37601,OTHER,,2020,SB,4.07262E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150760282,Operating Expenditures,,,,,,
C00106435,BUILDING OWNERS AND MANAGERS ASSOCIATION INTERNATIONAL POLITICAL ACTION COMMITTEE,2019,M3,2.01903E+17,21B,10085703,1320446,ORG,ORGANIZATION,,,SUNTRUST BANK,FL,,,,,BANK FEES,,,2/4/2019 0:00,10.6,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,58:01.0,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Q,T,U,F3X,4.03202E+18,ORLANDO,328622227,OTHER,BANK FEES,2020,SB,4.03212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201903209145852260,Other Federal Operating Expenditures,,,,,,
C00106435,BUILDING OWNERS AND MANAGERS ASSOCIATION INTERNATIONAL POLITICAL ACTION COMMITTEE,2019,M3,2.01903E+17,21B,10085704,1320446,ORG,ORGANIZATION,,,SUNTRUST BANK,FL,,,,,BANK FEES,,,2/11/2019 0:00,86.33,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,58:01.0,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Q,T,U,F3X,4.03202E+18,ORLANDO,328622227,OTHER,BANK FEES,2020,SB,4.03212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201903209145852260,Other Federal Operating Expenditures,,,,,,
C00090415,NATIONAL SOCIETY OF PROFESSIONAL ENGINEERS POLITICAL ACTION COMMITTEE (NSPE-PAC),2019,Q2,2.01907E+17,21B,SB21B.11129,1340875,ORG,ORGANIZATION,,,SUNTRUST BANK,VA,,,,,BANKCARD MERCH FEES,,,4/1/2019 0:00,71.45,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,44:53.7,,,,0,,,,,,,,,,,,Q,M,B,F3X,4.07162E+18,RICHMOND,23285,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150998809,Other Federal Operating Expenditures,,,,,,
C00090415,NATIONAL SOCIETY OF PROFESSIONAL ENGINEERS POLITICAL ACTION COMMITTEE (NSPE-PAC),2019,Q2,2.01907E+17,21B,SB21B.11131,1340875,ORG,ORGANIZATION,,,SUNTRUST BANK,VA,,,,,BANKCARD MERCH FEES,,,5/2/2019 0:00,71.45,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,44:53.7,,,,0,,,,,,,,,,,,Q,M,B,F3X,4.07162E+18,RICHMOND,23285,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150998809,Other Federal Operating Expenditures,,,,,,
C00090415,NATIONAL SOCIETY OF PROFESSIONAL ENGINEERS POLITICAL ACTION COMMITTEE (NSPE-PAC),2019,Q2,2.01907E+17,21B,SB21B.11133,1340875,ORG,ORGANIZATION,,,SUNTRUST BANK,VA,,,,,BANKCARD MERCH FEES,,,6/3/2019 0:00,71.45,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,44:53.7,,,,0,,,,,,,,,,,,Q,M,B,F3X,4.07162E+18,RICHMOND,23285,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150998810,Other Federal Operating Expenditures,,,,,,
C00085506,HAWAII REPUBLICAN PARTY,2019,M7,2.01907E+17,21B,BAD00ECB23CCA401C8FD,1340021,ORG,ORGANIZATION,,,AXIA BANKCARD MERCHANT,HI,,,,,BANK & CREDIT CARD FEES,,,6/3/2019 0:00,50.47,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,44:53.8,,,,0,,,,,,,,,,,,Y,,U,F3X,4.07152E+18,HONOLULU,96814,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150820951,Other Federal Operating Expenditures,,,,,,
C00085506,HAWAII REPUBLICAN PARTY,2019,M7,2.01907E+17,21B,BF3858C9162604F45AA2,1340021,ORG,ORGANIZATION,,,AXIA BANKCARD MERCHANT,HI,,,,,BANK & CREDIT CARD FEES,,,6/3/2019 0:00,35.08,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,44:53.8,,,,0,,,,,,,,,,,,Y,,U,F3X,4.07152E+18,HONOLULU,96814,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150820951,Other Federal Operating Expenditures,,,,,,
C00428094,"ALLSTREAMPAC OF ALLSTREAM BUSINESS US, LLC",2019,M7,2.01907E+17,21B,15956,1338585,ORG,ORGANIZATION,,,US BANK,OR,,,,,BANK FEES,,,6/14/2019 0:00,43.51,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,44:53.9,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Q,C,B,F3X,4.07122E+18,PORTLAND,97204,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907129150576769,Other Federal Operating Expenditures,,,,,,
C00022368,"NATIONAL ASSOCIATION OF CHAIN DRUG STORES, INC. POLITICAL ACTION COMMITTEE",2019,MY,2.01907E+17,21B,43239044,1338591,ORG,ORGANIZATION,,,SUNTRUST BANK,DC,,,,,FEB.19 - BANK FEES,,,2/28/2019 0:00,78.9,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,44:53.9,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Q,T,B,F3X,4.07122E+18,WASHINGTON,20005,OTHER,FEB.19 - BANK FEES,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907129150576839,Other Federal Operating Expenditures,,,,,,
C00022368,"NATIONAL ASSOCIATION OF CHAIN DRUG STORES, INC. POLITICAL ACTION COMMITTEE",2019,MY,2.01907E+17,21B,43304388,1338591,ORG,ORGANIZATION,,,SUNTRUST BANK,DC,,,,,MAR.19 - BANK FEES,,,3/31/2019 0:00,71.9,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,44:53.9,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Q,T,B,F3X,4.07122E+18,WASHINGTON,20005,OTHER,MAR.19 - BANK FEES,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907129150576839,Other Federal Operating Expenditures,,,,,,
C00022368,"NATIONAL ASSOCIATION OF CHAIN DRUG STORES, INC. POLITICAL ACTION COMMITTEE",2019,MY,2.01907E+17,21B,43403894,1338591,ORG,ORGANIZATION,,,SUNTRUST BANK,DC,,,,,APR.19 - BANK FEES,,,4/30/2019 0:00,465.61,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,44:53.9,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Q,T,B,F3X,4.07122E+18,WASHINGTON,20005,OTHER,APR.19 - BANK FEES,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907129150576839,Other Federal Operating Expenditures,,,,,,
C00022368,"NATIONAL ASSOCIATION OF CHAIN DRUG STORES, INC. POLITICAL ACTION COMMITTEE",2019,MY,2.01907E+17,21B,43567922,1338591,ORG,ORGANIZATION,,,SUNTRUST BANK,DC,,,,,MAY 19 - BANK FEES,,,5/31/2019 0:00,810.11,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,44:53.9,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Q,T,B,F3X,4.07122E+18,WASHINGTON,20005,OTHER,MAY 19 - BANK FEES,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907129150576840,Other Federal Operating Expenditures,,,,,,
C00022368,"NATIONAL ASSOCIATION OF CHAIN DRUG STORES, INC. POLITICAL ACTION COMMITTEE",2019,MY,2.01907E+17,21B,43639713,1338591,ORG,ORGANIZATION,,,SUNTRUST BANK,DC,,,,,JUN.19 - BANK FEES,,,6/30/2019 0:00,223.42,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,44:58.4,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,Q,T,B,F3X,4.07122E+18,WASHINGTON,20005,OTHER,JUN.19 - BANK FEES,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907129150576840,Other Federal Operating Expenditures,,,,,,
C00048702,NATIONAL GRID USA POLITICAL ACTION COMMITTEE,2019,M7,2.01907E+17,21B,BC271B504C32A4258B5E,1338779,ORG,ORGANIZATION,,,"BANK OF AMERICA, N.A.",FL,,,,,BANK FEES,,,6/17/2019 0:00,71.25,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,45:01.8,,,,0,,,,,,,,,,,,Q,C,B,F3X,4.07132E+18,TAMPA,336225118,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907129150585459,Other Federal Operating Expenditures,,,,,,
C00655472,SMALL MAUFACTURERS OF AMERICA PAC,2019,MY,2.01907E+17,21B,SB21B.4222,1338820,ORG,ORGANIZATION,,,WELLS FARGO,MD,,,,,BANK FEES,,,1/31/2019 0:00,31,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,45:01.8,,,,0,,,,1,Administrative/Salary/Overhead Expenses ,,,,,,,N,,B,F3X,4.07132E+18,CLARKSBURG,20871,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907139150586526,Other Federal Operating Expenditures,,,,,,
C00570994,ALASKANS FOR DAN SULLIVAN,2019,Q1,2.01907E+17,17,BA8C375E55078421299D,1340509,ORG,ORGANIZATION,,,VERGEBEN SERVICES COMPANY,AK,,,,,ACCOUNTING SERVICES/POSTAGE/BANK FEES,,,3/4/2019 0:00,1611.34,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,43:13.3,,,,0,,,,,,,,,,,,S,,P,F3,4.07152E+18,SEWARD,996642814,ADMINISTRATIVE,,2020,SB,4.07262E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150882648,Operating Expenditures,,,,,,
C00401786,FREEDOM'S DEFENSE FUND,2019,MY,2.01907E+17,21B,BA18F567697294950A29,1339471,ORG,ORGANIZATION,,,FIRST VIRGINIA COMMUNITY BANK,VA,,,,,PAC BANK FEES,,,2/1/2019 0:00,140.56,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,45:07.3,,,,0,,,,,,,,,,,,Q,,U,F3X,4.07152E+18,FAIRFAX,220306068,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150616304,Other Federal Operating Expenditures,,,,,,
C00401786,FREEDOM'S DEFENSE FUND,2019,MY,2.01907E+17,21B,B8527A4D7E16D4055A22,1339471,ORG,ORGANIZATION,,,FIRST VIRGINIA COMMUNITY BANK,VA,,,,,PAC BANK FEES,,,3/1/2019 0:00,251.53,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,45:07.3,,,,0,,,,,,,,,,,,Q,,U,F3X,4.07152E+18,FAIRFAX,220306068,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150616304,Other Federal Operating Expenditures,,,,,,
C00401786,FREEDOM'S DEFENSE FUND,2019,MY,2.01907E+17,21B,B0516AFAF5A644EEABE6,1339471,ORG,ORGANIZATION,,,FIRST VIRGINIA COMMUNITY BANK,VA,,,,,PAC BANK FEES,,,4/1/2019 0:00,108.95,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,45:07.3,,,,0,,,,,,,,,,,,Q,,U,F3X,4.07152E+18,FAIRFAX,220306068,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150616305,Other Federal Operating Expenditures,,,,,,
C00401786,FREEDOM'S DEFENSE FUND,2019,MY,2.01907E+17,21B,B32876CCF48584D9B874,1339471,ORG,ORGANIZATION,,,FIRST VIRGINIA COMMUNITY BANK,VA,,,,,PAC BANK FEES,,,5/1/2019 0:00,291.09,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,45:07.3,,,,0,,,,,,,,,,,,Q,,U,F3X,4.07152E+18,FAIRFAX,220306068,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150616305,Other Federal Operating Expenditures,,,,,,
C00374058,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,2019,Q2,2.01907E+17,17,VSG9K9ZJPH8,1339609,ORG,ORGANIZATION,,,CHASE BANK,NY,,,,,BANK FEES,,,4/1/2019 0:00,8.04,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,45:07.4,,,,0,,,,,,,,,,,,H,,P,F3,4.07152E+18,NEW YORK,100172036,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150709137,Operating Expenditures,,,,,,
C00374058,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,2019,Q2,2.01907E+17,17,VSG9K9ZJPJ6,1339609,ORG,ORGANIZATION,,,CHASE BANK,NY,,,,,BANK FEES,,,4/1/2019 0:00,25,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,45:07.4,,,,0,,,,,,,,,,,,H,,P,F3,4.07152E+18,NEW YORK,100172036,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150709138,Operating Expenditures,,,,,,
C00374058,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,2019,Q2,2.01907E+17,17,VSG9K9ZPR28,1339609,ORG,ORGANIZATION,,,CHASE BANK,NY,,,,,BANK FEES,,,5/1/2019 0:00,25,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,45:07.4,,,,0,,,,,,,,,,,,H,,P,F3,4.07152E+18,NEW YORK,100172036,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150709138,Operating Expenditures,,,,,,
C00374058,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,2019,Q2,2.01907E+17,17,VSG9K9ZPR44,1339609,ORG,ORGANIZATION,,,CHASE BANK,NY,,,,,BANK FEES,,,5/2/2019 0:00,8.04,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,45:07.4,,,,0,,,,,,,,,,,,H,,P,F3,4.07152E+18,NEW YORK,100172036,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150709138,Operating Expenditures,,,,,,
C00374058,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,2019,Q2,2.01907E+17,17,VSG9K9ZQ184,1339609,ORG,ORGANIZATION,,,CHASE BANK,NY,,,,,BANK FEES,,,5/8/2019 0:00,4,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,45:07.4,,,,0,,,,,,,,,,,,H,,P,F3,4.07152E+18,NEW YORK,100172036,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150709139,Operating Expenditures,,,,,,
C00374058,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,2019,Q2,2.01907E+17,17,VSG9K9ZQ191,1339609,ORG,ORGANIZATION,,,CHASE BANK,NY,,,,,BANK FEES,,,5/8/2019 0:00,4,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,45:07.4,,,,0,,,,,,,,,,,,H,,P,F3,4.07152E+18,NEW YORK,100172036,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150709139,Operating Expenditures,,,,,,
C00374058,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,2019,Q2,2.01907E+17,17,VSG9K9ZQ1A9,1339609,ORG,ORGANIZATION,,,CHASE BANK,NY,,,,,BANK FEES,,,5/8/2019 0:00,4,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,45:07.4,,,,0,,,,,,,,,,,,H,,P,F3,4.07152E+18,NEW YORK,100172036,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150709139,Operating Expenditures,,,,,,
C00374058,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,2019,Q2,2.01907E+17,17,VSG9K9ZQ1B7,1339609,ORG,ORGANIZATION,,,CHASE BANK,NY,,,,,BANK FEES,,,5/8/2019 0:00,4,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,45:07.4,,,,0,,,,,,,,,,,,H,,P,F3,4.07152E+18,NEW YORK,100172036,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150709140,Operating Expenditures,,,,,,
C00374058,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,2019,Q2,2.01907E+17,17,VSG9K9ZRYJ1,1339609,ORG,ORGANIZATION,,,CHASE BANK,NY,,,,,BANK FEES,,,6/3/2019 0:00,8.04,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,45:07.4,,,,0,,,,,,,,,,,,H,,P,F3,4.07152E+18,NEW YORK,100172036,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150709140,Operating Expenditures,,,,,,
C00374058,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,2019,Q2,2.01907E+17,17,VSG9K9ZRYK9,1339609,ORG,ORGANIZATION,,,CHASE BANK,NY,,,,,BANK FEES,,,6/3/2019 0:00,25,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,45:07.4,,,,0,,,,,,,,,,,,H,,P,F3,4.07152E+18,NEW YORK,100172036,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150709140,Operating Expenditures,,,,,,
C00374058,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,2019,Q2,2.01907E+17,17,VSG9K9ZSEB1,1339609,ORG,ORGANIZATION,,,CHASE BANK,NY,,,,,BANK FEES,,,6/7/2019 0:00,4,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,45:07.4,,,,0,,,,,,,,,,,,H,,P,F3,4.07152E+18,NEW YORK,100172036,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150709141,Operating Expenditures,,,,,,
C00008086,MONTANA REPUBLICAN STATE CENTRAL COMMITTEE,2019,M7,2.01907E+17,21B,SB21B.25667,1339663,ORG,ORGANIZATION,,,STOCKMAN BANK,MT,,,,,BANK FEES,,,6/28/2019 0:00,40,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,45:07.4,,,,0,,,,,,,,,,,,Y,,U,F3X,4.07152E+18,MILES CITY,59301,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150711443,Other Federal Operating Expenditures,,,,,,
C00575795,HILLARY FOR AMERICA,2019,Q2,2.01907E+17,23,D397560,1339774,ORG,ORGANIZATION,,,AMALGAMATED BANK,NY,,,,,BANK FEES,,,4/19/2019 0:00,731.51,,,,,,,,,,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,45:07.5,,,,0,,,,,,,,,,,,P,,P,F3P,4.07152E+18,NEW YORK,100016708,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150756354,Operating Expenditures,,,,,,
C00575795,HILLARY FOR AMERICA,2019,Q2,2.01907E+17,23,D397561,1339774,ORG,ORGANIZATION,,,AMALGAMATED BANK,NY,,,,,BANK FEES,,,5/21/2019 0:00,736.24,,,,,,,,,,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,45:07.5,,,,0,,,,,,,,,,,,P,,P,F3P,4.07152E+18,NEW YORK,100016708,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150756354,Operating Expenditures,,,,,,
C00575795,HILLARY FOR AMERICA,2019,Q2,2.01907E+17,23,D397562,1339774,ORG,ORGANIZATION,,,AMALGAMATED BANK,NY,,,,,BANK FEES,,,6/21/2019 0:00,733.77,,,,,,,,,,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,45:07.5,,,,0,,,,,,,,,,,,P,,P,F3P,4.07152E+18,NEW YORK,100016708,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150756355,Operating Expenditures,,,,,,
C00620427,PRIDE FUND TO END GUN VIOLENCE,2019,MY,2.01907E+17,21B,VSGBV9ZEYH9,1339802,ORG,ORGANIZATION,,,TD BANK,NJ,,,,,BANK FEES,,,1/3/2019 0:00,37.62,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,45:07.5,,,,0,,,,,,,,,,,,W,,U,F3X,4.07152E+18,CHERRY HILL,80032390,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150758645,Other Federal Operating Expenditures,,,,,,
C00620427,PRIDE FUND TO END GUN VIOLENCE,2019,MY,2.01907E+17,21B,VSGBV9ZEYT1,1339802,ORG,ORGANIZATION,,,TD BANK,NJ,,,,,BANK FEES,,,1/11/2019 0:00,70,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,45:07.5,,,,0,,,,,,,,,,,,W,,U,F3X,4.07152E+18,CHERRY HILL,80032390,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150758645,Other Federal Operating Expenditures,,,,,,
C00620427,PRIDE FUND TO END GUN VIOLENCE,2019,MY,2.01907E+17,21B,VSGBV9ZEYV8,1339802,ORG,ORGANIZATION,,,TD BANK,NJ,,,,,BANK FEES,,,1/17/2019 0:00,35,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,45:07.5,,,,0,,,,,,,,,,,,W,,U,F3X,4.07152E+18,CHERRY HILL,80032390,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150758646,Other Federal Operating Expenditures,,,,,,
C00620427,PRIDE FUND TO END GUN VIOLENCE,2019,MY,2.01907E+17,21B,VSGBV9ZEYW6,1339802,ORG,ORGANIZATION,,,TD BANK,NJ,,,,,BANK FEES,,,1/18/2019 0:00,75,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,45:07.5,,,,0,,,,,,,,,,,,W,,U,F3X,4.07152E+18,CHERRY HILL,80032390,OTHER,,2020,SB,4.07162E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150758646,Other Federal Operating Expenditures,,,,,,
