recipient_name,bank_clean
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
PNC BANK,PNC BANK
AMERISERV FINANCIAL,AMERISERV FINANCIAL
BANKERS TRUST,BANKERS TRUST
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
WEST BANK,WEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANKSOUTH,BANKSOUTH
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
M&T BANK,M&T BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
WEST BANK,WEST BANK
JP MORGAN CHASE BANK,JP MORGAN CHASE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
WELLS FARGO,WELLS FARGO
WELLS FARGO BANK,WELLS FARGO BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
EAGLE BANK,EAGLE BANK
BREMER BANK,BREMER BANK
BANK OF AMERICA,BANK OF AMERICA
ALLIANCE BANK,ALLIANCE BANK
JP MORGAN CHASE BANK NA,JP MORGAN CHASE BANK NA
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
TRUIST,TRUIST
TD BANK,TD BANK
TRUIST,TRUIST
TRUIST,TRUIST
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
TRUIST BANK,TRUIST BANK
AUTHORIZE.NET,AUTHORIZE.NET
WELLS FARGO BANK,WELLS FARGO BANK
AMALGAMATED BANK,AMALGAMATED BANK
JOHN MARSHALL BANK,JOHN MARSHALL BANK
PNC BANK,PNC BANK
WELLS FARGO BANK,WELLS FARGO BANK
WELLS FARGO BANK,WELLS FARGO BANK
MORGAN STANLEY SMITH BARNEY LLC,MORGAN STANLEY SMITH BARNEY LLC
"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
MORGAN STANLEY SMITH BARNEY LLC,MORGAN STANLEY SMITH BARNEY LLC
AMERISERV FINANCIAL,AMERISERV FINANCIAL
JOHN MARSHALL BANK,JOHN MARSHALL BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
MORGAN STANLEY SMITH BARNEY LLC,MORGAN STANLEY SMITH BARNEY LLC
JOHN MARSHALL BANK,JOHN MARSHALL BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
JP MORGAN CHASE BANK,JP MORGAN CHASE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
ARVEST BANK,ARVEST BANK
HARRIS BANK NA,HARRIS BANK NA
PNC BANK,PNC BANK
AMALGAMATED BANK,AMALGAMATED BANK
JEFFERSON BANK,JEFFERSON BANK
TRUIST/BB&T,TRUIST/BB&T
PNC BANK,PNC BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST/BB&T,TRUIST/BB&T
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
TRUIST/BB&T,TRUIST/BB&T
TRUIST/BB&T,TRUIST/BB&T
MELIO,MELIO
CHASE BANK,CHASE BANK
MELIO,MELIO
MELIO,MELIO
BREMER BANK,BREMER BANK
WELLS FARGO,WELLS FARGO
BANK OF AMERICA,BANK OF AMERICA
PNC BANK,PNC BANK
FIFTH THIRD BANK,FIFTH THIRD BANK
WELLS FARGO,WELLS FARGO
WEST BANK,WEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRST INTERSTATE BANK,FIRST INTERSTATE BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
WEST BANK,WEST BANK
FIFTH THIRD,FIFTH THIRD
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
M&T BANK,M&T BANK
WEST BANK,WEST BANK
WELLS FARGO,WELLS FARGO
FIRST INTERSTATE BANK,FIRST INTERSTATE BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
ZIONS CHECKING ACCT - BOISE,ZIONS CHECKING ACCT - BOISE
BB&T,BB&T
AMALGAMATED BANK,AMALGAMATED BANK
"FOUTS, MATT","FOUTS, MATT"
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
ZIONS CHECKING ACCT - BOISE,ZIONS CHECKING ACCT - BOISE
TRUIST BANK,TRUIST BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
COMMUNITY BANK,COMMUNITY BANK
BREMER BANK,BREMER BANK
JP MORGAN CHASE BANK NA,JP MORGAN CHASE BANK NA
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
NON BB CARD NOT PRESENT,NON BB CARD NOT PRESENT
AMALGAMATED BANK,AMALGAMATED BANK
CORNERSTONE PAYMENT SYSTEMS,CORNERSTONE PAYMENT SYSTEMS
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
TEXAS FIRST BANK,TEXAS FIRST BANK
BANK OF OKLAHOMA,BANK OF OKLAHOMA
FIRST BANK MERCHANT SERVICES,FIRST BANK MERCHANT SERVICES
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
BREMER BANK,BREMER BANK
COMMUNITY BANK,COMMUNITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST,TRUIST
BANK OF AMERICA,BANK OF AMERICA
FIRSTBANK,FIRSTBANK
PNC BANK,PNC BANK
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
SYNOVUS/NBSC,SYNOVUS/NBSC
TRUIST,TRUIST
TD BANK,TD BANK
TRUIST,TRUIST
BANK OF AMERICA,BANK OF AMERICA
JP MORGAN CHASE BANK NA,JP MORGAN CHASE BANK NA
BRANCH BANKING & TRUST CO,BRANCH BANKING & TRUST CO
COMMUNITY BANK,COMMUNITY BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
CITIZENS BUSINESS BANK,CITIZENS BUSINESS BANK
FIFTH THIRD BANK,FIFTH THIRD BANK
WEST BANK,WEST BANK
M&T BANK,M&T BANK
TRUIST,TRUIST
AMALGAMATED BANK,AMALGAMATED BANK
TD BANK,TD BANK
MELIO,MELIO
CITIZENS TRUST BANK,CITIZENS TRUST BANK
AMALGAMATED BANK,AMALGAMATED BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
TRUIST,TRUIST
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED INVESTMENT,AMALGAMATED INVESTMENT
"JPMORGAN CHASE BANK, N.A.","JPMORGAN CHASE BANK, N.A."
WEST BANK,WEST BANK
WELLS FARGO,WELLS FARGO
THE FARMERS BANK,THE FARMERS BANK
VALLEY BANK,VALLEY BANK
"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
BRANCH BANKING & TRUST CO,BRANCH BANKING & TRUST CO
AMALGAMATED BANK,AMALGAMATED BANK
MELIO,MELIO
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED INVESTMENT,AMALGAMATED INVESTMENT
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
BANK OF AMERICA,BANK OF AMERICA
BRANCH BANKING & TRUST CO,BRANCH BANKING & TRUST CO
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BRANCH BANKING & TRUST CO,BRANCH BANKING & TRUST CO
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
FIRSTBANK,FIRSTBANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BRANCH BANKING & TRUST CO,BRANCH BANKING & TRUST CO
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
BANK OF AMERICA,BANK OF AMERICA
FIFTH THIRD BANK,FIFTH THIRD BANK
BANK OF AMERICA,BANK OF AMERICA
FIRSTBANK,FIRSTBANK
BANK OF AMERICA,BANK OF AMERICA
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
BANK OF AMERICA,BANK OF AMERICA
FIFTH THIRD BANK,FIFTH THIRD BANK
CITIBANK CBO SERVICES,CITIBANK CBO SERVICES
BANK OF AMERICA,BANK OF AMERICA
TRUIST,TRUIST
WELLS FARGO,WELLS FARGO
CLASSIC CITY BANK,CLASSIC CITY BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
BANK OF AMERICA,BANK OF AMERICA
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST,TRUIST
FIFTH THIRD BANK,FIFTH THIRD BANK
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
TRUIST,TRUIST
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
FIRST BANK,FIRST BANK
TRUIST,TRUIST
BB&T,BB&T
BANK OF AMERICA,BANK OF AMERICA
ALLIANCE BANK OF ARIZONA,ALLIANCE BANK OF ARIZONA
FVC BANK,FVC BANK
AMALGAMATED BANK,AMALGAMATED BANK
COUNTRY CLUB BANK,COUNTRY CLUB BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
FVC BANK,FVC BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
PNC BANK,PNC BANK
U.S. BANK,U.S. BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
AMALGAMATED BANK,AMALGAMATED BANK
UNION BANK & TRUST,UNION BANK & TRUST
AMALGAMATED BANK,AMALGAMATED BANK
SUNTRUST BANK,SUNTRUST BANK
ILLINOIS NATIONAL BANK,ILLINOIS NATIONAL BANK
BANK OF AMERICA,BANK OF AMERICA
WEST BANK,WEST BANK
JEFFERSON BANK,JEFFERSON BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
FVC BANK,FVC BANK
AMALGAMATED BANK,AMALGAMATED BANK
SILICON VALLEY BANK,SILICON VALLEY BANK
BANK OF AMERICA,BANK OF AMERICA
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
BANK OF AMERICA,BANK OF AMERICA
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
PNC BANK,PNC BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED INVESTMENT,AMALGAMATED INVESTMENT
BANK OF AMERICA,BANK OF AMERICA
BB&T,BB&T
FVCBANK,FVCBANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
PINNACLE BANK,PINNACLE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
BB&T FINANCIAL,BB&T FINANCIAL
FIRSTBANK- NASHVILLE,FIRSTBANK- NASHVILLE
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
BB&T,BB&T
"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
AUTHORIZE.NET,AUTHORIZE.NET
AMALGAMATED BANK,AMALGAMATED BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BB&T,BB&T
STRIPE,STRIPE
COMERICA BANK,COMERICA BANK
AMALGAMATED BANK,AMALGAMATED BANK
MECHANICS & FARMERS BANK,MECHANICS & FARMERS BANK
AMALGAMATED BANK,AMALGAMATED BANK
PLAINS CAPITAL BANK,PLAINS CAPITAL BANK
ACT BLUE,ACT BLUE
AMALGAMATED BANK,AMALGAMATED BANK
COMERICA BANK,COMERICA BANK
TRUIST,TRUIST
CLASSIC CITY BANK,CLASSIC CITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
AUTHORIZE.NET,AUTHORIZE.NET
FIFTH THIRD BANK,FIFTH THIRD BANK
BB&T,BB&T
1ST VIRGINIA COMMUNITY BANK,1ST VIRGINIA COMMUNITY BANK
BANK OF AMERICA,BANK OF AMERICA
WELLS FARGO BANK,WELLS FARGO BANK
AUTHORIZE.NET,AUTHORIZE.NET
AMALGAMATED BANK,AMALGAMATED BANK
SUNTRUST,SUNTRUST
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
CITIBANK,CITIBANK
BB&T/TRUIST,BB&T/TRUIST
MERCHANT SERVICES,MERCHANT SERVICES
MERCHANT SERVICES,MERCHANT SERVICES
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA MERRILL LYNCH,BANK OF AMERICA MERRILL LYNCH
BANK OF AMERICA MERRILL LYNCH,BANK OF AMERICA MERRILL LYNCH
BANK OF AMERICA MERRILL LYNCH,BANK OF AMERICA MERRILL LYNCH
WEST BANK,WEST BANK
BB&T,BB&T
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CITIBANK,CITIBANK
BANK OF AMERICA,BANK OF AMERICA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
BB&T,BB&T
AMERICAN EXPRESS,AMERICAN EXPRESS
COMERICA BANK,COMERICA BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
SIMMONS BANK,SIMMONS BANK
MORGAN STANLEY,MORGAN STANLEY
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
SUNTRUST BANK,SUNTRUST BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA MERRILL LYNCH,BANK OF AMERICA MERRILL LYNCH
AMALGAMATED BANK,AMALGAMATED BANK
"QC HOLDINGS, INC. POLITICAL ACTION COMMITTEE","QC HOLDINGS, INC. POLITICAL ACTION COMMITTEE"
TRUIST,TRUIST
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
WEST BANK,WEST BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
ILLINOIS NATIONAL BANK,ILLINOIS NATIONAL BANK
BANK OF AMERICA MERRILL LYNCH,BANK OF AMERICA MERRILL LYNCH
BANK OF AMERICA MERRILL LYNCH,BANK OF AMERICA MERRILL LYNCH
AMALGAMATED BANK,AMALGAMATED BANK
MELIO,MELIO
TD BANK,TD BANK
AMALGAMATED BANK,AMALGAMATED BANK
THE HUNTINGTON NATIONAL BANK,THE HUNTINGTON NATIONAL BANK
BANK OF AMERICA MERRILL LYNCH,BANK OF AMERICA MERRILL LYNCH
AUTHORIZE.NET,AUTHORIZE.NET
AUTHORIZE.NET,AUTHORIZE.NET
TRUIST,TRUIST
AUTHORIZE.NET,AUTHORIZE.NET
SHOPIFY INC,SHOPIFY INC
WELLS FARGO,WELLS FARGO
BANK OF AMERICA MERRILL LYNCH,BANK OF AMERICA MERRILL LYNCH
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
WEST BANK,WEST BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
BB&T,BB&T
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA MERRILL LYNCH,BANK OF AMERICA MERRILL LYNCH
VERGEBEN SERVICES COMPANY,VERGEBEN SERVICES COMPANY
NORTHRIM BANK,NORTHRIM BANK
EDONATION.COM,EDONATION.COM
JEFFERSON BANK,JEFFERSON BANK
BANK OF AMERICA MERRILL LYNCH,BANK OF AMERICA MERRILL LYNCH
AMALGAMATED BANK,AMALGAMATED BANK
BB&T/TRUIST,BB&T/TRUIST
WEST BANK,WEST BANK
FVCBANK,FVCBANK
TEXAS FIRST BANK,TEXAS FIRST BANK
SUNTRUST MERCHANT SERVICES,SUNTRUST MERCHANT SERVICES
PINNACLE BANK,PINNACLE BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
EDONATION.COM,EDONATION.COM
WEST BANK,WEST BANK
AUTHORIZE.NET,AUTHORIZE.NET
TEXAS FIRST BANK,TEXAS FIRST BANK
WEST BANK,WEST BANK
VERGEBEN SERVICES COMPANY,VERGEBEN SERVICES COMPANY
AMALGAMATED BANK,AMALGAMATED BANK
EDONATION.COM,EDONATION.COM
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
BB&T,BB&T
PNC BANK,PNC BANK
TRUIST,TRUIST
M&T BANK,M&T BANK
WEST BANK,WEST BANK
WELLS FARGO BANK,WELLS FARGO BANK
FVCBANK,FVCBANK
AMALGAMATED BANK,AMALGAMATED BANK
COMMUNITY BANK,COMMUNITY BANK
P & A ADMINISTRATIVE SERVICES INC,P & A ADMINISTRATIVE SERVICES INC
BANK OF AMERICA MERRILL LYNCH,BANK OF AMERICA MERRILL LYNCH
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST BANK,TRUIST BANK
TEXAS FIRST BANK,TEXAS FIRST BANK
VERGEBEN SERVICES COMPANY,VERGEBEN SERVICES COMPANY
WELLSFARGO,WELLSFARGO
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
WELLS FARGO FKA WACHOVIA BANK,WELLS FARGO FKA WACHOVIA BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
WEST BANK,WEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AUTHORIZE.NET,AUTHORIZE.NET
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
CITIBANK,CITIBANK
TRUIST BANK,TRUIST BANK
AMALGAMATED BANK,AMALGAMATED BANK
WELLS FARGO BANK,WELLS FARGO BANK
FIRST BANK MERCHANT SERVICES,FIRST BANK MERCHANT SERVICES
AUTHORIZE.NET,AUTHORIZE.NET
BMO HARRIS BANK NA,BMO HARRIS BANK NA
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
TRUIST BANK,TRUIST BANK
CAPITAL BANK,CAPITAL BANK
COMMUNITY BANK,COMMUNITY BANK
TRUIST BANK,TRUIST BANK
AUTHORIZE.NET,AUTHORIZE.NET
WELLS FARGO FKA WACHOVIA BANK,WELLS FARGO FKA WACHOVIA BANK
1ST VIRGINIA COMMUNITY BANK,1ST VIRGINIA COMMUNITY BANK
WEST BANK,WEST BANK
WEST BANK,WEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST,TRUIST
BB&T,BB&T
WELLS FARGO BANK,WELLS FARGO BANK
WEST BANK,WEST BANK
PNC BANK,PNC BANK
BB&T,BB&T
BB&T,BB&T
BB&T,BB&T
U.S. BANK,U.S. BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
WELLS FARGO BANK,WELLS FARGO BANK
BANKERS TRUST,BANKERS TRUST
SUNRISE BANKS,SUNRISE BANKS
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AUTHORIZE.NET,AUTHORIZE.NET
AMALGAMATED BANK,AMALGAMATED BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
TRUIST,TRUIST
BB&T,BB&T
TRUIST BANK,TRUIST BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
TRUIST BANK,TRUIST BANK
AMALGAMATED BANK,AMALGAMATED BANK
WELLS FARGO,WELLS FARGO
AUTHORIZE.NET,AUTHORIZE.NET
JPMORGAN CHASE BANK N.A.,JPMORGAN CHASE BANK N.A.
M&T BANK,M&T BANK
AUTHORIZE.NET,AUTHORIZE.NET
BANKERS TRUST,BANKERS TRUST
AMALGAMATED BANK,AMALGAMATED BANK
AUTHORIZE.NET,AUTHORIZE.NET
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
SUNRISE BANK,SUNRISE BANK
BB&T,BB&T
PNC BANK,PNC BANK
NORTHRIM BANK,NORTHRIM BANK
BANK OF AMERICA,BANK OF AMERICA
CLASSIC CITY BANK,CLASSIC CITY BANK
BANK OF AMERICA,BANK OF AMERICA
WEST BANK,WEST BANK
BANKERS TRUST,BANKERS TRUST
FIRST BANK,FIRST BANK
TRUIST,TRUIST
AMALGAMATED BANK,AMALGAMATED BANK
FIRST BANK,FIRST BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK N.A.,CHAIN BRIDGE BANK N.A.
FIRST BANK,FIRST BANK
WELLS FARGO BANK,WELLS FARGO BANK
TRUIST BANK,TRUIST BANK
FIRST BANK,FIRST BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRST BANK,FIRST BANK
FIRST BANK,FIRST BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
WELLS FARGO BANK,WELLS FARGO BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
STRIPE,STRIPE
BANK OF AMERICA,BANK OF AMERICA
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
JPMORGAN CHASE BANK N.A.,JPMORGAN CHASE BANK N.A.
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
